+----------------------------------------------------+--------------------------------------------------------+-----------------------------------+--------+
| Mod name                                           | Registry name                                          | Entity class name                 |     ID |
| Electroblob's Wizardry                             | ebwizardry:wither_skeleton_minion                      | EntityWitherSkeletonMinion        |      6 |
| Electroblob's Wizardry                             | ebwizardry:wizard                                      | EntityWizard                      |     19 |
| Electroblob's Wizardry                             | ebwizardry:zombie_minion                               | EntityZombieMinion                |      0 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:acid_rain_cloud                            | EntityAcidRainCloud               |     15 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:carminite_ghastling_minion                 | EntityMiniGhastMinion             |      9 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:cave_troll_minion                          | EntityCaveTrollMinion             |     10 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:cinder_cloud                               | EntityCinderCloud                 |     16 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:dark_mist_cloud                            | EntityDarkMistCloud               |     18 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:druid_mage                                 | EntityDruidMage                   |     11 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:fiery_tear                                 | EntityTear                        |     13 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:fire_beetle_minion                         | EntityFireBeetleMinion            |      3 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:fire_jet                                   | EntityFireJet                     |     17 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:magic_hydra_mortar                         | EntityMagicHydraMortar            |     12 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:rain_of_tears                              | EntityTearRain                    |     14 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:redcap_goblin_minion                       | EntityRedcapMinion                |      5 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:redcap_sapper_minion                       | EntityRedcapSapperMinion          |      6 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:skeleton_druid_minion                      | EntitySkeletonDruidMinion         |      0 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:slime_beetle_minion                        | EntitySlimeBeetleMinion           |      4 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:snow_guardian_minion                       | EntitySnowGuardianMinion          |      8 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:stable_ice_core_minion                     | EntityStableIceCoreMinion         |      1 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:twilight_wraith_minion                     | EntityTwilightWraithMinion        |      7 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:unstable_ice_core_minion                   | EntityUnstableIceCoreMinion       |      2 |
| Embers Rekindled                                   | embers:ancient_golem                                   | EntityAncientGolem                |      2 |
| Embers Rekindled                                   | embers:ember_light                                     | EntityEmberLight                  |      3 |
| Embers Rekindled                                   | embers:ember_packet                                    | EntityEmberPacket                 |      0 |
| Embers Rekindled                                   | embers:ember_projectile                                | EntityEmberProjectile             |      1 |
| Ender IO                                           | enderio:falling_machine                                | EntityFallingMachine              |      1 |
| Ender IO                                           | enderio:owl_egg                                        | EntityOwlEgg                      |      9 |
| Ender IO                                           | enderio:primed_charge                                  | EntityPrimedCharge                |      0 |
| Ender IO                                           | enderiomachines:weather_rocket                         | EntityWeatherRocket               |     33 |
| Engineer's Decor                                   | engineersdecor:chair_entity                            | EntityChair                       |      0 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.butterfly                  | EntityButterfly                   |      1 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.deer                       | EntityDeer                        |      2 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.dragonfly                  | EntityDragonfly                   |      3 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.pixie                      | EntityPixie                       |      4 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.snail                      | EntitySnail                       |      5 |
| Familiar Fauna                                     | familiarfauna:familiarfauna.turkey                     | EntityTurkey                      |      6 |
| Farming for Blockheads                             | farmingforblockheads:merchant                          | EntityMerchant                    |      0 |
| Grappling hook mod                                 | grapplemod:grapplemod                                  | grappleArrow                      |      0 |
| Gravestone Mod                                     | gravestone:player_ghost                                | EntityGhostPlayer                 |    378 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant                                     | EntityGaiaAnt                     |      1 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant_hill                                | EntityGaiaPropAntHill             |      2 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant_ranger                              | EntityGaiaAntRanger               |      3 |
| Grimoire of Gaia 3                                 | grimoireofgaia:anubis                                  | EntityGaiaAnubis                  |      4 |
| Grimoire of Gaia 3                                 | grimoireofgaia:arachne                                 | EntityGaiaArachne                 |      5 |
| Grimoire of Gaia 3                                 | grimoireofgaia:banshee                                 | EntityGaiaBanshee                 |      6 |
| Grimoire of Gaia 3                                 | grimoireofgaia:baphomet                                | EntityGaiaBaphomet                |      7 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bee                                     | EntityGaiaBee                     |      8 |
| Grimoire of Gaia 3                                 | grimoireofgaia:beholder                                | EntityGaiaBeholder                |      9 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bomb                                    | EntityGaiaProjectileBomb          |     87 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bone_knight                             | EntityGaiaBoneKnight              |     10 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bubble                                  | EntityGaiaProjectileBubble        |     88 |
| Grimoire of Gaia 3                                 | grimoireofgaia:butler                                  | EntityGaiaIllagerButler           |     11 |
| Grimoire of Gaia 3                                 | grimoireofgaia:campfire                                | EntityGaiaPropCampfire            |     12 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cecaelia                                | EntityGaiaCecaelia                |     13 |
| Grimoire of Gaia 3                                 | grimoireofgaia:centaur                                 | EntityGaiaCentaur                 |     14 |
| Grimoire of Gaia 3                                 | grimoireofgaia:chest                                   | EntityGaiaPropChestMimic          |     15 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cobble_golem                            | EntityGaiaCobbleGolem             |     16 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cobblestone_golem                       | EntityGaiaCobblestoneGolem        |     17 |
| Grimoire of Gaia 3                                 | grimoireofgaia:creep                                   | EntityGaiaCreep                   |     18 |
| Grimoire of Gaia 3                                 | grimoireofgaia:creeper_girl                            | EntityGaiaNPCCreeperGirl          |     72 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cyan_flower                             | EntityGaiaPropFlowerCyan          |     19 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cyclops                                 | EntityGaiaMonoeye                 |     45 |
| Grimoire of Gaia 3                                 | grimoireofgaia:deathword                               | EntityGaiaDeathword               |     20 |
| Grimoire of Gaia 3                                 | grimoireofgaia:debug_mob                               | EntityDebugMob                    |      0 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dhampir                                 | EntityGaiaDhampir                 |     21 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dryad                                   | EntityGaiaDryad                   |     22 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dullahan                                | EntityGaiaDullahan                |     23 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dwarf                                   | EntityGaiaDwarf                   |     24 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_dragon_girl                       | EntityGaiaEnderDragonGirl         |     25 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_eye                               | EntityGaiaEnderEye                |     26 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_girl                              | EntityGaiaNPCEnderGirl            |     74 |
| Grimoire of Gaia 3                                 | grimoireofgaia:flesh_lich                              | EntityGaiaFleshLich               |     27 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gelatinous_slime                        | EntityGaiaGelatinousSlime         |     28 |
| Grimoire of Gaia 3                                 | grimoireofgaia:goblin                                  | EntityGaiaGoblin                  |     29 |
| Grimoire of Gaia 3                                 | grimoireofgaia:goblin_feral                            | EntityGaiaGoblinFeral             |     30 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gorgon                                  | EntityGaiaGorgon                  |     71 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gryphon                                 | EntityGaiaGryphon                 |     32 |
| Grimoire of Gaia 3                                 | grimoireofgaia:harpy                                   | EntityGaiaHarpy                   |     33 |
| Grimoire of Gaia 3                                 | grimoireofgaia:harpy_wizard                            | EntityGaiaHarpyWizard             |     34 |
| Grimoire of Gaia 3                                 | grimoireofgaia:holstaurus                              | EntityGaiaNPCHolstaurus           |     76 |
| Grimoire of Gaia 3                                 | grimoireofgaia:horse                                   | EntityGaiaHorse                   |     35 |
| Grimoire of Gaia 3                                 | grimoireofgaia:hunter                                  | EntityGaiaHunter                  |     36 |
| Grimoire of Gaia 3                                 | grimoireofgaia:illager_fire                            | EntityGaiaIllagerFire             |     37 |
| Grimoire of Gaia 3                                 | grimoireofgaia:illager_inquisitor                      | EntityGaiaIllagerInquisitor       |     38 |
| Grimoire of Gaia 3                                 | grimoireofgaia:kikimora                                | EntityGaiaKikimora                |     39 |
| Grimoire of Gaia 3                                 | grimoireofgaia:kobold                                  | EntityGaiaKobold                  |     40 |
| Grimoire of Gaia 3                                 | grimoireofgaia:magic                                   | EntityGaiaProjectileMagic         |     89 |
| Grimoire of Gaia 3                                 | grimoireofgaia:magic_random                            | EntityGaiaProjectileMagicRandom   |     90 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mandragora                              | EntityGaiaMandragora              |     78 |
| Grimoire of Gaia 3                                 | grimoireofgaia:matango                                 | EntityGaiaMatango                 |     41 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mermaid                                 | EntityGaiaMermaid                 |     42 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mimic                                   | EntityGaiaMimic                   |     79 |
| Grimoire of Gaia 3                                 | grimoireofgaia:minotaur                                | EntityGaiaMinotaur                |     43 |
| Grimoire of Gaia 3                                 | grimoireofgaia:minotaurus                              | EntityGaiaMinotaurus              |     44 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mite                                    | EntityGaiaMite                    |     31 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mummy                                   | EntityGaiaMummy                   |     46 |
| Grimoire of Gaia 3                                 | grimoireofgaia:naga                                    | EntityGaiaNaga                    |     47 |
| Grimoire of Gaia 3                                 | grimoireofgaia:nine_tails                              | EntityGaiaNineTails               |     48 |
| Grimoire of Gaia 3                                 | grimoireofgaia:oni                                     | EntityGaiaOni                     |     49 |
| Grimoire of Gaia 3                                 | grimoireofgaia:orc                                     | EntityGaiaOrc                     |     50 |
| Grimoire of Gaia 3                                 | grimoireofgaia:poison                                  | EntityGaiaProjectilePoison        |     91 |
| Grimoire of Gaia 3                                 | grimoireofgaia:satyress                                | EntityGaiaSatyress                |     51 |
| Grimoire of Gaia 3                                 | grimoireofgaia:selkie                                  | EntityGaiaSelkie                  |     52 |
| Grimoire of Gaia 3                                 | grimoireofgaia:shaman                                  | EntityGaiaShaman                  |     53 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sharko                                  | EntityGaiaSharko                  |     54 |
| Grimoire of Gaia 3                                 | grimoireofgaia:siren                                   | EntityGaiaSiren                   |     55 |
| Grimoire of Gaia 3                                 | grimoireofgaia:slime_girl                              | EntityGaiaNPCSlimeGirl            |     73 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sludge_girl                             | EntityGaiaSludgeGirl              |     56 |
| Grimoire of Gaia 3                                 | grimoireofgaia:small_fireball                          | EntityGaiaProjectileSmallFireball |     92 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_beholder                        | EntityGaiaSpawnerBeholder         |     80 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_ender_dragon_girl               | EntityGaiaSpawnerEnderDragonGirl  |     81 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_gorgon                          | EntityGaiaSpawnerGorgon           |     82 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_minotaur                        | EntityGaiaSpawnerMinotaur         |     83 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_sphinx                          | EntityGaiaSpawnerSphinx           |     84 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_valkyrie                        | EntityGaiaSpawnerValkyrie         |     85 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_vampire                         | EntityGaiaSpawnerVampire          |     86 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sphinx                                  | EntityGaiaSphinx                  |     57 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sporeling                               | EntityGaiaSporeling               |     59 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spriggan                                | EntityGaiaSpriggan                |     58 |
| Grimoire of Gaia 3                                 | grimoireofgaia:succubus                                | EntityGaiaSuccubus                |     60 |
| Grimoire of Gaia 3                                 | grimoireofgaia:toad                                    | EntityGaiaToad                    |     61 |
| Grimoire of Gaia 3                                 | grimoireofgaia:trader                                  | EntityGaiaNPCTrader               |     75 |
| Grimoire of Gaia 3                                 | grimoireofgaia:valkyrie                                | EntityGaiaValkyrie                |     62 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vampire                                 | EntityGaiaVampire                 |     65 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vase                                    | EntityGaiaPropVase                |     63 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vase_nether                             | EntityGaiaPropVaseNether          |     64 |
| Grimoire of Gaia 3                                 | grimoireofgaia:web                                     | EntityGaiaProjectileWeb           |     93 |
| Grimoire of Gaia 3                                 | grimoireofgaia:werecat                                 | EntityGaiaWerecat                 |     66 |
| Grimoire of Gaia 3                                 | grimoireofgaia:weresheep                               | EntityGaiaNPCWeresheep            |     77 |
| Grimoire of Gaia 3                                 | grimoireofgaia:witch                                   | EntityGaiaWitch                   |     67 |
| Grimoire of Gaia 3                                 | grimoireofgaia:wither_cow                              | EntityGaiaWitherCow               |     68 |
| Grimoire of Gaia 3                                 | grimoireofgaia:yeti                                    | EntityGaiaYeti                    |     69 |
| Grimoire of Gaia 3                                 | grimoireofgaia:yuki-onna                               | EntityGaiaYukiOnna                |     70 |
| Immersive Engineering                              | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot             |      4 |
| Immersive Engineering                              | immersiveengineering:explosive                         | EntityIEExplosive                 |      7 |
| Immersive Engineering                              | immersiveengineering:fluorescenttube                   | EntityFluorescentTube             |      8 |
| Immersive Engineering                              | immersiveengineering:railgunshot                       | EntityRailgunShot                 |      5 |
| Immersive Engineering                              | immersiveengineering:revolvershot                      | EntityRevolvershot                |      0 |
| Immersive Engineering                              | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare           |      6 |
| Immersive Engineering                              | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming          |      2 |
| Immersive Engineering                              | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot                |      3 |
| Immersive Engineering                              | immersiveengineering:skylinehook                       | EntitySkylineHook                 |      1 |
| Immersive Petroleum                                | immersivepetroleum:speedboat                           | EntitySpeedboat                   |      0 |
| Industrial Foregoing                               | industrialforegoing:pink_slime                         | EntityPinkSlime                   | 135135 |
| Inspirations                                       | inspirations:arrow                                     | EntityModArrow                    |      0 |
| Living Enchantment                                 | livingenchantment:livingxporb                          | EntityLivingXPOrb                 |      0 |
| Minecraft                                          | minecraft:area_effect_cloud                            | EntityAreaEffectCloud             |      3 |
| Minecraft                                          | minecraft:armor_stand                                  | EntityArmorStand                  |     30 |
| Minecraft                                          | minecraft:arrow                                        | EntityTippedArrow                 |     10 |
| Minecraft                                          | minecraft:bat                                          | EntityBat                         |     65 |
| Minecraft                                          | minecraft:blaze                                        | EntityBlaze                       |     61 |
| Minecraft                                          | minecraft:boat                                         | EntityBoat                        |     41 |
| Minecraft                                          | minecraft:cave_spider                                  | EntityCaveSpider                  |     59 |
| Minecraft                                          | minecraft:chest_minecart                               | EntityMinecartChest               |     43 |
| Minecraft                                          | minecraft:chicken                                      | EntityChicken                     |     93 |
| Minecraft                                          | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock        |     40 |
| Minecraft                                          | minecraft:cow                                          | EntityCow                         |     92 |
| Minecraft                                          | minecraft:creeper                                      | EntityCreeper                     |     50 |
| Minecraft                                          | minecraft:donkey                                       | EntityDonkey                      |     31 |
| Minecraft                                          | minecraft:dragon_fireball                              | EntityDragonFireball              |     26 |
| Minecraft                                          | minecraft:egg                                          | EntityEgg                         |      7 |
| Minecraft                                          | minecraft:elder_guardian                               | EntityElderGuardian               |      4 |
| Minecraft                                          | minecraft:ender_crystal                                | EntityEnderCrystal                |    200 |
| Minecraft                                          | minecraft:ender_dragon                                 | EntityDragon                      |     63 |
| Minecraft                                          | minecraft:ender_pearl                                  | EntityEnderPearl                  |     14 |
| Minecraft                                          | minecraft:enderman                                     | EntityEnderman                    |     58 |
| Minecraft                                          | minecraft:endermite                                    | EntityEndermite                   |     67 |
| Minecraft                                          | minecraft:evocation_fangs                              | EntityEvokerFangs                 |     33 |
| Minecraft                                          | minecraft:evocation_illager                            | EntityEvoker                      |     34 |
| Minecraft                                          | minecraft:eye_of_ender_signal                          | EntityEnderEye                    |     15 |
| Minecraft                                          | minecraft:falling_block                                | EntityFallingBlock                |     21 |
| Minecraft                                          | minecraft:fireball                                     | EntityLargeFireball               |     12 |
| Minecraft                                          | minecraft:fireworks_rocket                             | EntityFireworkRocket              |     22 |
| Minecraft                                          | minecraft:furnace_minecart                             | EntityMinecartFurnace             |     44 |
| Minecraft                                          | minecraft:ghast                                        | EntityGhast                       |     56 |
| Minecraft                                          | minecraft:giant                                        | EntityGiantZombie                 |     53 |
| Minecraft                                          | minecraft:guardian                                     | EntityGuardian                    |     68 |
| Minecraft                                          | minecraft:hopper_minecart                              | EntityMinecartHopper              |     46 |
| Minecraft                                          | minecraft:horse                                        | EntityHorse                       |    100 |
| Minecraft                                          | minecraft:husk                                         | EntityHusk                        |     23 |
| Minecraft                                          | minecraft:illusion_illager                             | EntityIllusionIllager             |     37 |
| Minecraft                                          | minecraft:item                                         | EntityItem                        |      1 |
| Minecraft                                          | minecraft:item_frame                                   | EntityItemFrame                   |     18 |
| Minecraft                                          | minecraft:leash_knot                                   | EntityLeashKnot                   |      8 |
| Minecraft                                          | minecraft:llama                                        | EntityLlama                       |    103 |
| Minecraft                                          | minecraft:llama_spit                                   | EntityLlamaSpit                   |    104 |
| Minecraft                                          | minecraft:magma_cube                                   | EntityMagmaCube                   |     62 |
| Minecraft                                          | minecraft:minecart                                     | EntityMinecartEmpty               |     42 |
| Minecraft                                          | minecraft:mooshroom                                    | EntityMooshroom                   |     96 |
| Minecraft                                          | minecraft:mule                                         | EntityMule                        |     32 |
| Minecraft                                          | minecraft:ocelot                                       | EntityOcelot                      |     98 |
| Minecraft                                          | minecraft:painting                                     | EntityPainting                    |      9 |
| Minecraft                                          | minecraft:parrot                                       | EntityParrot                      |    105 |
| Minecraft                                          | minecraft:pig                                          | EntityPig                         |     90 |
| Minecraft                                          | minecraft:polar_bear                                   | EntityPolarBear                   |    102 |
| Minecraft                                          | minecraft:potion                                       | EntityPotion                      |     16 |
| Minecraft                                          | minecraft:rabbit                                       | EntityRabbit                      |    101 |
| Minecraft                                          | minecraft:sheep                                        | EntitySheep                       |     91 |
| Minecraft                                          | minecraft:shulker                                      | EntityShulker                     |     69 |
| Minecraft                                          | minecraft:shulker_bullet                               | EntityShulkerBullet               |     25 |
| Minecraft                                          | minecraft:silverfish                                   | EntitySilverfish                  |     60 |
| Minecraft                                          | minecraft:skeleton                                     | EntitySkeleton                    |     51 |
| Minecraft                                          | minecraft:skeleton_horse                               | EntitySkeletonHorse               |     28 |
| Minecraft                                          | minecraft:slime                                        | EntitySlime                       |     55 |
| Minecraft                                          | minecraft:small_fireball                               | EntitySmallFireball               |     13 |
| Minecraft                                          | minecraft:snowball                                     | EntitySnowball                    |     11 |
| Minecraft                                          | minecraft:snowman                                      | EntitySnowman                     |     97 |
| Minecraft                                          | minecraft:spawner_minecart                             | EntityMinecartMobSpawner          |     47 |
| Minecraft                                          | minecraft:spectral_arrow                               | EntitySpectralArrow               |     24 |
| Minecraft                                          | minecraft:spider                                       | EntitySpider                      |     52 |
| Minecraft                                          | minecraft:squid                                        | EntitySquid                       |     94 |
| Minecraft                                          | minecraft:stray                                        | EntityStray                       |      6 |
| Minecraft                                          | minecraft:tnt                                          | EntityTNTPrimed                   |     20 |
| Minecraft                                          | minecraft:tnt_minecart                                 | EntityMinecartTNT                 |     45 |
| Minecraft                                          | minecraft:vex                                          | EntityVex                         |     35 |
| Minecraft                                          | minecraft:villager                                     | EntityVillager                    |    120 |
| Minecraft                                          | minecraft:villager_golem                               | EntityIronGolem                   |     99 |
| Minecraft                                          | minecraft:vindication_illager                          | EntityVindicator                  |     36 |
| Minecraft                                          | minecraft:witch                                        | EntityWitch                       |     66 |
| Minecraft                                          | minecraft:wither                                       | EntityWither                      |     64 |
| Minecraft                                          | minecraft:wither_skeleton                              | EntityWitherSkeleton              |      5 |
| Minecraft                                          | minecraft:wither_skull                                 | EntityWitherSkull                 |     19 |
| Minecraft                                          | minecraft:wolf                                         | EntityWolf                        |     95 |
| Minecraft                                          | minecraft:xp_bottle                                    | EntityExpBottle                   |     17 |
| Minecraft                                          | minecraft:xp_orb                                       | EntityXPOrb                       |      2 |
| Minecraft                                          | minecraft:zombie                                       | EntityZombie                      |     54 |
| Minecraft                                          | minecraft:zombie_horse                                 | EntityZombieHorse                 |     29 |
| Minecraft                                          | minecraft:zombie_pigman                                | EntityPigZombie                   |     57 |
| Minecraft                                          | minecraft:zombie_villager                              | EntityZombieVillager              |     27 |
| MrCrayfish's Furniture Mod                         | cfm:mirror                                             | EntityMirror                      |      1 |
| MrCrayfish's Furniture Mod                         | cfm:mountable_block                                    | EntitySeat                        |      0 |
| MrCrayfish's Vehicle Mod                           | vehicle:aluminum_boat                                  | EntityAluminumBoat                |      8 |
| MrCrayfish's Vehicle Mod                           | vehicle:atv                                            | EntityATV                         |      0 |
| MrCrayfish's Vehicle Mod                           | vehicle:bath                                           | EntityBath                        |     19 |
| MrCrayfish's Vehicle Mod                           | vehicle:bumper_car                                     | EntityBumperCar                   |      5 |
| MrCrayfish's Vehicle Mod                           | vehicle:couch                                          | EntityCouch                       |     18 |
| MrCrayfish's Vehicle Mod                           | vehicle:dirt_bike                                      | EntityDirtBike                    |     17 |
| MrCrayfish's Vehicle Mod                           | vehicle:dune_buggy                                     | EntityDuneBuggy                   |      1 |
| MrCrayfish's Vehicle Mod                           | vehicle:fertilizer_trailer                             | EntityFertilizerTrailer           |     24 |
| MrCrayfish's Vehicle Mod                           | vehicle:fluid_trailer                                  | EntityFluidTrailer                |     25 |
| MrCrayfish's Vehicle Mod                           | vehicle:go_kart                                        | EntityGoKart                      |      2 |
| MrCrayfish's Vehicle Mod                           | vehicle:golf_cart                                      | EntityGolfCart                    |     13 |
| MrCrayfish's Vehicle Mod                           | vehicle:jack                                           | EntityJack                        |     26 |
| MrCrayfish's Vehicle Mod                           | vehicle:jet_ski                                        | EntityJetSki                      |      6 |
| MrCrayfish's Vehicle Mod                           | vehicle:lawn_mower                                     | EntityLawnMower                   |     10 |
| MrCrayfish's Vehicle Mod                           | vehicle:mini_bike                                      | EntityMiniBike                    |      4 |
| MrCrayfish's Vehicle Mod                           | vehicle:mini_bus                                       | EntityMiniBus                     |     16 |
| MrCrayfish's Vehicle Mod                           | vehicle:moped                                          | EntityMoped                       |     11 |
| MrCrayfish's Vehicle Mod                           | vehicle:off_roader                                     | EntityOffRoader                   |     14 |
| MrCrayfish's Vehicle Mod                           | vehicle:seeder_trailer                                 | EntitySeederTrailer               |     23 |
| MrCrayfish's Vehicle Mod                           | vehicle:shopping_cart                                  | EntityShoppingCart                |      3 |
| MrCrayfish's Vehicle Mod                           | vehicle:smart_car                                      | EntitySmartCar                    |      9 |
| MrCrayfish's Vehicle Mod                           | vehicle:sofacopter                                     | EntitySofacopter                  |     20 |
| MrCrayfish's Vehicle Mod                           | vehicle:speed_boat                                     | EntitySpeedBoat                   |      7 |
| MrCrayfish's Vehicle Mod                           | vehicle:sports_plane                                   | EntitySportsPlane                 |     12 |
| MrCrayfish's Vehicle Mod                           | vehicle:storage_trailer                                | EntityStorageTrailer              |     22 |
| MrCrayfish's Vehicle Mod                           | vehicle:tractor                                        | EntityTractor                     |     15 |
| MrCrayfish's Vehicle Mod                           | vehicle:trailer                                        | EntityVehicleTrailer              |     21 |
| Mystical Lib                                       | mysticalworld:entity_beetle                            | EntityBeetle                      |     24 |
| Mystical Lib                                       | mysticalworld:entity_deer                              | EntityDeer                        |     26 |
| Mystical Lib                                       | mysticalworld:entity_endermini                         | EntityEndermini                   |     27 |
| Mystical Lib                                       | mysticalworld:entity_fox                               | EntityFox                         |     22 |
| Mystical Lib                                       | mysticalworld:entity_frog                              | EntityFrog                        |     23 |
| Mystical Lib                                       | mysticalworld:entity_lava_cat                          | EntityLavaCat                     |     29 |
| Mystical Lib                                       | mysticalworld:entity_owl                               | EntityOwl                         |     28 |
| Mystical Lib                                       | mysticalworld:entity_silkworm                          | EntitySilkworm                    |     30 |
| Mystical Lib                                       | mysticalworld:entity_sprout                            | EntitySprout                      |     25 |
| Mystical Lib                                       | roots:entity_boost                                     | EntityBoost                       |      3 |
| Mystical Lib                                       | roots:entity_fire_jet                                  | EntityFireJet                     |      0 |
| Mystical Lib                                       | roots:entity_flare                                     | EntityFlare                       |      4 |
| Mystical Lib                                       | roots:entity_ritual_animal_harvest                     | EntityRitualAnimalHarvest         |      5 |
| Mystical Lib                                       | roots:entity_ritual_divine_protection                  | EntityRitualDivineProtection      |      6 |
| Mystical Lib                                       | roots:entity_ritual_fire_storm                         | EntityRitualFireStorm             |      7 |
| Mystical Lib                                       | roots:entity_ritual_flower_growth                      | EntityRitualFlowerGrowth          |      8 |
| Mystical Lib                                       | roots:entity_ritual_frost_lands                        | EntityRitualFrostLands            |      9 |
| Mystical Lib                                       | roots:entity_ritual_gathering                          | EntityRitualGathering             |     10 |
| Mystical Lib                                       | roots:entity_ritual_germination                        | EntityRitualGermination           |     11 |
| Mystical Lib                                       | roots:entity_ritual_healing_aura                       | EntityRitualHealingAura           |     12 |
| Mystical Lib                                       | roots:entity_ritual_heavy_storms                       | EntityRitualHeavyStorms           |     13 |
| Mystical Lib                                       | roots:entity_ritual_overgrowth                         | EntityRitualOvergrowth            |     14 |
| Mystical Lib                                       | roots:entity_ritual_purity                             | EntityRitualPurity                |     15 |
| Mystical Lib                                       | roots:entity_ritual_spreading_forest                   | EntityRitualSpreadingForest       |     16 |
| Mystical Lib                                       | roots:entity_ritual_summon_creatures                   | EntityRitualSummonCreatures       |     21 |
| Mystical Lib                                       | roots:entity_ritual_transmutation                      | EntityRitualTransmutation         |     17 |
| Mystical Lib                                       | roots:entity_ritual_warding_protection                 | EntityRitualWardingProtection     |     18 |
| Mystical Lib                                       | roots:entity_ritual_wild_growth                        | EntityRitualWildGrowth            |     19 |
| Mystical Lib                                       | roots:entity_ritual_windwall                           | EntityRitualWindwall              |     20 |
| Mystical Lib                                       | roots:entity_thorn_trap                                | EntityThornTrap                   |      1 |
| Mystical Lib                                       | roots:entity_time_stop                                 | EntityTimeStop                    |      2 |
| Nature's Aura                                      | naturesaura:effect_inhibitor                           | EntityEffectInhibitor             |      0 |
| Nature's Aura                                      | naturesaura:mover_cart                                 | EntityMoverMinecart               |      1 |
| NetherEx                                           | netherex:blue_fireball                                 | EntityBlueFireball                |      1 |
